label,text
false,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world."
true,I belong to the AFL-CIO.
true,Did you know US population growth is at its lowest since the Great Depression?
true,"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history."
false,The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.
false,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO."
true,Sen. Obama has always had a 100 percent prochoice rating.
true,The (federal) debt is growing by more than $4 billion a day.
false,"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old."
true,The economy is creating jobs at the fastest pace since 1999.
false,"About half of the presidents have been governors; half of them, senators."
true,Says 88 Texas constables have died in the line of duty.
true,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man."
false,The Air Force wants taxpayers to fund a fantasy football league.
true,Says the U.S. Supreme Court found that Social Security is not guaranteed.
false,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.
true,Oregonians have an amazing no-cost way to fight abortion with free political donations
false,Mr. Caprio is a career politician who has never worked in the private sector.
true,"Hillary Clinton has taken over $800,000 from lobbyists."
false,Barack Obama has never even worked in business.
false,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.
false,"In 2005, Dan Branch tried to expand third-trimester abortions in Texas."
true,"Whether you like to admit it or not, half our general revenue goes to education."
false,Im the only one whos fought against developers draining the Everglades!
false,We have more illegal immigrants here than we did five years ago.
false,The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.
true,There are already more American jobs in the solar industry than in coal mining.
false,Says Thomas Eric Duncan came into the United States with an elevated temperature.
true,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.
true,Says judges get better benefits at a lower cost than everybody else in the state.
true,There are a lot of casinos across the country that have gone bankrupt.
true,Small businesses create 70 percent of the jobs in America.
false,There are more oil rigs in operation in the United States than the rest of the world combined.
false,The Obama administration shut down the Amber Alert program because of the government shutdown.
true,"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose."
false,"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500."
false,Not one Republican has the guts to recognize that climate change is real.
false,"In the last five years, 28,000 people have been killed along the U.S.-Mexico border."
false,Says Obama health reform law denies millions access to affordable insurance.
false,Close to 30% of our federal prison population consists of illegal immigrants.
false,Says Rick Scott called education not a core function of the state.
false,"The Family Research Council, according to some government agencies, is a terrorist group."
true,"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children."
true,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.
false,Obamacare is the biggest tax increase in American history.
true,You ... said that Barack Obama was not ready to be commander in chief.
true,Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.
true,"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support."
false,Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.
true,U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.
true,"Democratic presidents ""have been considerably more effective at creating private-sector jobs."""
true,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq."""
true,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.
false,Providences port is 200 miles closer to Europe than any other Eastern port.
true,Says you need a photo ID to purchase Sudafed in Texas.
true,"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent."
false,We now have driven (health care) costs down to the lowest theyve been in 50 years.
false,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.
true,Warren (Buffett) still does support me.
true,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.
false,A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!
false,Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.
true,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years."
false,"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises."
true,Nearly half of all pregnancies in the U.S. are unintended.
false,The top 1 percent pay over half of the entire revenue for this country.
false,Says he never said he would keep education funding the same.
true,"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation."
false,(Palin) supported right-wing extremist Pat Buchanan for president in 2000.
false,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies."
false,"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs."
true,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.
false,On using the Strategic Petroleum Reserve.
false,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.
false,Jason Kander supports [Obamas] plan to bring the remaining suspected terrorists to U.S. soil.
true,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.
true,"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital."
true,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun."
true,"If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts."
false,74 percent of Republicans support the Affordable Care Act.
false,Says Alex Sink failed Florida homeowners by using predatory lending practices.
false,"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding."
true,"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools."
true,"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home."
true,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.
false,"Most young Americans right now, theyre not covered by health insurance."
true,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide."
true,"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically."
false,Cell phone numbers go public this month.
false,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.
false,The Obama administration is unwinding our nations welfare-to-work requirements.
true,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1."
false,"If black America were a country, itd be the 15th wealthiest nation in the world."
true,2008 was the deadliest year of the war (in Afghanistan) for American forces.
true,Says Amanda Fritz manages less than 5 percent of city operations.
false,Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act.
true,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities."
true,On offshore drilling for energy
true,I haven't missed a vote since 1993.
false,Jorge Elorza wants to impose a municipal income tax.
false,Massachusetts public schools teach kids as young as kindergartners about gay marriage.
true,Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure.
true,"Hillary Clinton ""starts off with 47 percent of the country against her."""
false,SaysRand Paulhas put out budgets to cut the military in half.
true,Says legislative cuts mean Texas is spending on average $500 less per student.
false,"The fundraising numbers are in, and our grassroots support is unmatched!"
false,Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.
false,These 15 political appointees (on the IPAB) will make all the major health care decisions for over 300 million Americans.
true,"Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected."
true,"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity."
true,Tom Reed has actually voted for every single trade deal that has ever come before him in any form.
false,"ISIS camp a few miles from Texas, Mexican authorities confirm."
false,New federal projections estimate that the health care overhaul will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed.
false,Social Security is indeed a Ponzi scheme.
false,The omnibus bill has only $3.8 billion in earmarks.
true,Trump proposed enacting the largest tax increase in American history.
true,"Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget."
true,We pay among the highest tolls in the nation for the privilege of crossing that bridge.
false,Says Kay Bailey Hutchison voted for sanctuary cities.
true,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign."""
false,John wasn't this raging populist four years ago when he ran for president.
true,House Republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling.
false,Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.
false,"(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care."
false,"In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change."
false,"When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it."
false,Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.
false,You wonder why you dont see Rand Paul as much; hes still shopping for his billionaire. Hes like the only one who hasnt found a billionaire to fund his super PAC.
false,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.
false,"Under a bill before the legislature, youd have to go to court to fire an employee."
true,There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.
true,"Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage."
false,"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime."""
true,"State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation."
false,There were more people on welfare than working in 2013.
true,Says State Rep. Kristi Thibaut was an ACORN lobbyist.
true,"In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan."
false,Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June.
false,"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share"
true,Texas leads the nation in the percentage of residents without health insurance.
false,This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.
false,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.
true,Says New Hampshire has the third-highest property tax in the country.
true,"Obama's tax plan cuts taxes ""for 95 percent of all working families."""
false,59 percent of Americans today believe that Barack Obama is still a Muslim.
false,Carol Shea-Porter wants to increase taxes on small business and job creators.
true,A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year.
false,On whether the United States should intervene in Libya.
true,"There was a Gallup poll in Egypt last year, and 70 percent of Egyptians dont want our money."
true,"The truth of the matter is that during my administration, the FBI's crime statistics show that violent crime was reduced in Massachusetts by 7 percent."
false,"Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions."""
true,Americans spend 6.1 billion hours a year on tax preparation.
false,"We are now, for the first time ever, energy independent."
true,"Last year, Exxon pocketed nearly $4.7 million every hour."
true,Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.
false,SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.
true,On letting Occupy Atlanta protesters stay in Woodruff Park.
true,"There are more African American men in prison, jail, on probation or parole than were enslaved in 1850."
false,Limiting labor negotiations to only wages is how it is for the most part in the private sector.
false,"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store."
true,Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.
false,"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation."
false,"When we took office, let me remind you, there was virtually no international pressure on Iran."
true,"As governor, I've stood up to ... the big oil companies."
false,"Says abortion doctors are flying into this state, performing abortions and flying out."
true,Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.
true,Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.
false,"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry."
false,On repeal of Wisconsins smoking ban
true,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'"""
true,Says 51 percent of federal tax filers paid zero federal income tax.
false,"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades."
true,I would be the first Republican senator elected in New Jersey in 41 years.
true,Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.
false,"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics."
false,President Bush never did one interview with the New York Times during his entire presidency.
false,"Mr. Trump is self-financing his campaign, so we dont have any donors."
true,"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts."
true,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.
false,The Providence teacher contract is one of the longest in the country.
false,Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined.
true,Annual precipitation has increased in Rhode Island by over 12 inches in the last century.
true,The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.
true,Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.
true,Vietnamese is the third most commonly spoken language in Texas.
false,"What we have now is the most generous, in my opinion, good time bill in the entire United States."
false,"The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women."
true,Our economy still has three people looking for every job (opening).
true,Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.
true,Democrats have lost more than 900 state legislators since Barack Obama has been president.
false,"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion."
false,If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.
true,"Before the terrorist attacks in Benghazi, the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya."
true,Failure to raise the debt limit does not force a U.S. default on debt payments.
false,Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.
false,Turkey is an Arab country.
true,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.
false,92 percent of the jobs lost during Barack Obamas first term belonged to women.
true,"It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education."
false,We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.
false,"The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor."
true,Says a highway was closed in El Paso because of bullets flying across the border.
false,"If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase."
true,"Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate."
false,"Says Nikita Khrushchev brought an extra shoe to a United Nations session in 1960, which he banged on the desk in protest."
false,Jim Renacci voted repeatedly to end Medicare.
true,"Says this months special session will cost the state $27,300 a day just for legislators daily living expenses."
false,Says Barack Obama is apparently not for vetting people and saying just anybody can come to the United States.
true,Says Oregon is near the top or at the top of the list when it comes to capital gains tax
true,The No. 1 issue that the American people care about is getting America back to work.
false,Says in 1944 we were in debt more than twice as much as we are now.
true,Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.
false,"Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas."
false,"Under a new law, doctors performing drug-induced abortions could be charged if women dont return to them for follow-up care"
true,Says veterans disability claims backlog doubled in Obamas first term.
false,The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.
true,Some businesses in Oregon are having to shrink back their businesses as a result of the law.
false,On abortion
false,"In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year."
false,Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.
true,The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.
false,I am the first Latina to run for governor of Texas.
false,Says Every legislative district in the state has at least one craft brewery and countless home brewers.
false,"In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget."
false,"In 2007, when Nancy Pelosi met with President Assad of Syria, nobody got upset."
false,"For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree."
true,Rhode Island has the the second-most heavily deployed National Guard in the United States.
false,"Says Mahatma Gandhi once said, First they ignore you, then they laugh at you, then they fight you, then you win."
false,"Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January."
true,"For the average middle-class family, your taxes today are lower than when I took office."
true,"If youre a Mexican, you get sent back. ... But if youre from a noncontiguous country like the Central American countries then you can stay in the United States."
true,"Says the United States actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949."
true,Says Richard Burr was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.
false,"It was allowed, referring to her email practices."
true,The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.'
false,"Our veterans, in many cases, are being treated worse than illegal immigrants."
true,"Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year."
true,A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.
false,We spend twice as much per capita on health care as any other nation on Earth.
false,Says the Texas Education Agency follows up to make sure undocumented immigrants paying in-state tuition at Texas colleges are applying for permanent residency.
true,Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.
false,Hidden in the healthcare.gov code is language that means users waive any reasonable right to privacy of your personal information.
false,"In Cranston, it costs $5,000 to $6,000 to send out community notifications on just one Level 3 sex offender."
false,"The United States is not building the aircraft, the long-range bombers, the additional aircraft carriers, the nuclear submarines."
false,"Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military, entirely wasted on tax compliance."
true,Exporters are using a federal loophole to deceptively sell products made from cat and dog fur to U.S. consumers.
true,The city of Atlanta has either the highest or second-highest average water bills in the country.
true,Speaker Rubio supported gun restrictions that included background checks and waiting periods.
false,Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?
true,We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.
false,"Barack Obama wants to ""unilaterally disarm our nation."""
false,On an earmark moratorium.
false,Milwaukees problems include 52 percent black male unemployment.
false,Says Texas Railroad Commissioner Michael Williams has attended more than 150 tea party gatherings.
false,Harry Reid has voted to give special tax breaks to illegal aliens.
false,Job growth in the United States is now at the fastest pace in this countrys history.
true,Says he was known as Veto Corleone for cutting spending as Florida governor.
true,The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.
true,On how to respond to Puerto Ricos debt crisis.
true,(John McCain) was even mentioned as a running mate with John Kerry.
true,I've cast a couple of 99-1 votes and been the lone dissenter.
false,Says hes never asked for more than inflationary budget increases in his 10 budgets as Milwaukee County sheriff
true,Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.
true,The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.
false,Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.
true,On running for the presidency in 2012
true,Rhode Island is almost dead last among Northeastern states in the length of time first-degree murderers must spend in prison before theyre eligible for parole.
false,"All the really great programs in American history, Social Security, was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board."
false,Diane Black voted to fund Obamacare.
false,The current debate over authorizing military action against the Islamic State would be the first time Congress would place limits on the commander-in-chiefs ability to be commander-in-chief.
true,The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.
true,Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law.
false,Says President Barack Obama has opened up no new trade relationships with other nations.
true,Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions
true,History tells us that job growth always lags behind economic growth.
false,"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'"
true,We spend three times more on entitlements and debt services than we do on defense.
false,"In the 2014 elections, the American people overwhelmingly said we dont want Obamacare and we dont want amnesty."
true,"Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2014."
false,The Governor did not consult members of his own party before he released his [transportation] plan.
false,Ohio has lost more population than every other state in the country except for two.
false,On support for the auto bailouts.
true,Says income tax rates under Eisenhower were as high as 90 percent.
true,"If we had the same staffing ratio (of officers to residents) as Seattle, wed have 300 more officers in our department."
true,Department of Veterans Affairs doctors are prohibited from recommending medical marijuana.
false,"Says the difference between her and Barack Obama is ""about 35 years of experience."""
false,Tampa is the strip club capital of the world.
false,I unsealed my records at Marquette University.
true,Says that U.S. Rep. Allen West is a constituent of mine.
false,"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies."
false,"if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens!"
false,Every one of the 67 supervisors of elections in Florida refused to carry out the effort to remove noncitizens from the voter rolls.
true,I earned more votes in the state of Wisconsin than Donald Trump did in New York.
false,Gov. Crist's veto also clears the way for taxpayer funding of abortion in Florida.
true,Says she condemned violence at a campaign stop in Arizona in March.
false,"Dem-controlled Ohio House voted to change the process, to create objective criteria, to modify the Constitution ... to take politics out of the efforts to draw legislative boundaries."
false,Says U.S. Sen. Sherrod Brown is responsible for over $14 trillion in debt.
false,"Says that compared to direct sales by manufacturers, consumers save avg of $500 per car sold through franchised dealer model."
false,"Prior to Obamacare here in Wisconsin, 95 percent of Wisconsinites were covered by insurance. After Obamacare, 95 percent of Wisconsinites were covered by insurance. It hasnt had an impact."
false,"Building and running the Atlanta Streetcar is projected to create 1,399 jobs."
false,"Wisconsin is one of the bluest states, but under Scott Walker its unemployment rate is around 3.5%."
false,Teachers are working their third consecutive year -- some longer than that -- without salary increases.
true,The highest paid employee of the State of Rhode Island is a basketball coach.
false,I don't have lobbyists running my campaign.
false,Weve seen the increase of alcohol use for underage kids even though alcohol has been illegal ... for kids under 21.
false,"If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan, that would have delayed my treatment."
true,On support for gay marriage.
false,Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.' 
false,"Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions."
false,The 9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority.
false,"Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals."
false,"Says if we do nothing and continue to let Obamacare siphon off that $700 billion dollars off the top of it, Medicare goes away in less than 10 years -- certain accounts of it -- and it just falls apart at the seams."
false,"Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling F-16s and advanced weapons to the folks who harbored Osama bin Laden."
false,Says Donald Trump doesnt make a thing in America.
true,"Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his costly campaign."
false,"Barack Obama's plan calls for ""mandates and fines for small businesses."""
false,Says area near proposed northern Wisconsin iron ore mine is 15 hours away from where public hearing on mining was held.
false,Our credit rating went up since Ive been in office.
true,African-American children are 500 percent more likely to die from asthma than white kids.
false,U.S. police killed more people in just one month than the U.K.s did in over a century.
true,The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.
false,Says 11 soccer players on the U.S. Mens National Team are immigrants.
false,China owns about 29 percent of (the U.S.) debt.
true,Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.
false,Florida has the second-lowest (campaign) contribution limit in the entire country.
true,"As CEO of WWE, Linda McMahon was caught tipping off a ringside physician about a federal investigation into illegally distributing steroids to wrestlers."
false,"David Beckhams proposed soccer stadium at Miamis Port threatens the 207,000 jobs and $27 billion economic impact tied to the cargo and cruise industries."
false,Scott Walker gave Wisconsin job creation money to his cronies: corporate friends who contributed to his campaigns and got $570 million in job-development incentives
false,"Due to actions by President Barack Obama, the Burger King national headquarters announced this month that they will be pulling their franchises from our military bases."
false,We saw the president of the United States engage American troops in a fourth conflict in a foreign land. This is historic.
true,Says hes signed a pledge not to raise taxes four times.
false,A 2005 gay pride vote had nothing to do with discrimination.
true,"The national debt increased $16,000 every secondGeorge Allen served in theU.S. Senate."
true,"Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown."
true,Guantanamo Bay detainees will get the H1N1 vaccine.
false,"On whether he would vote for the budget proposed by Rep. Paul Ryan, R-Wis."
false,Hillary Clinton and her campaign of 2008 startedthe birther controversy.
false,Wisconsin employers have repeatedly said in surveys that our anti-business litigation climate is one of the most important factors affecting their expansion decisions.
false,The Pasco County budget has doubled in the past three years.
false,Just look at what the FBI director said about her (Hillary Clinton) her misconduct is a disgrace and embarrassment to our country.
false,"When his grandfather arrived in the United States, there were no government benefits for immigrants."
false,Says rejecting federal aid to expand Medicaid in Texas will send $9 billion in federal taxes paid by Texans to other states to insure their working poor.
false,"A third of all the young people in America are not in America today because of abortion, because one in three pregnancies end in abortion."
